Score	IntraDomainWord	IntraDomainWord	IntraDomainWord	ExtraDomainWord	Occurences W0	Occurences W1	Occurences W2	Occurences W3	Most similar word to W0	Most similar word to W1	Most similar word to W2	Most similar word to W3
0.1530857218574051	ζητέω	ἀποτάσσομαι	κτάομαι	ἅρπαξ	436	6	108	6	τέκτων ; 0.4027423858642578	Ὀπώρη ; 0.3877817988395691	περιπίπτω ; 0.38276880979537964	δυσφημέω ; 0.42889535427093506
0.023649038578419157	ὠρύομαι	θόρυβος	ἠχέω	ἐπιταγή	13	17	22	13	σκύμνος ; 0.44130927324295044	βαβύκα ; 0.442449688911438	καταφρονητής ; 0.39645957946777344	καθεῖς ; 0.4298287332057953
0.019128941606805283	κατάγω	εὐθύνω	ἐκπλέω	ὑπακούω	84	16	3	82	ἀποκαθίστημι ; 0.4204375743865967	Χελουβ ; 0.3879746198654175	Κωλαιὸν ; 0.40918850898742676	ἀκούω ; 0.44034507870674133
-0.019918782455640494	διαχλευάζω	ἐκμυκτηρίζω	ἐμπαίζω	πνεῦμα	1	6	42	760	γλεῦκος ; 0.9048680663108826	κριτήριον ; 0.4252084493637085	ἀναφορά ; 0.44628220796585083	πόλις ; 0.4110157787799835
0.05776363743190899	μοιχεία	ὀπίσω	ἀπέρχομαι	φάσις	6	413	346	1	ἐκζητέω ; 0.4377349615097046	συγκωμάζω ; 0.370738685131073	ἐξέρχομαι ; 0.411610871553421	καταψεύδομαι ; 0.38422057032585144
-0.06023993428734048	οἶδα	ἐπιβλέπω	τιμάω	ἐπιλαμβάνομαι	566	118	69	19	καταξηραίνω ; 0.42504453659057617	στρέφω ; 0.40883415937423706	παιδεύω ; 0.40207043290138245	διαδέω ; 0.44173815846443176
-0.04039967273142159	τεκμήριον	δεῖγμα	ἀποκάλυψις	θώραξ	4	1	21	21	γεφυρόω ; 0.3807114064693451	προστήκομαι ; 0.4052567183971405	τήκω ; 0.4030327796936035	μνάομαι ; 0.42624396085739136
0.09745387745643325	πολιτεία	δῆμος	ζηλωτής	πλούσιος	10	224	13	84	Λάγις ; 0.41972845792770386	ἱππόδρομος ; 0.406035453081131	κολοβόω ; 0.39513522386550903	Γαιδαδ ; 0.4025804400444031
0.05918243189637801	ὕαλος	ὑάλινος	τρῆμα	ἐπί	3	3	1	8198	ἐμφερής ; 0.40643033385276794	Εὐρυβία ; 0.40666934847831726	βελόνη ; 0.4935995638370514	ἐν ; 0.5137099027633667
0.0597074797257392	ἀφεδρών	ὑπολήνιον	λιθόστρωτος	ἀγωνία	2	5	4	4	κοινόω ; 0.44827938079833984	Ἐνδυμίων ; 0.38410645723342896	Αβεδδαρα ; 0.4444366693496704	Ἰόππη ; 0.4060501456260681
-0.03104573170929975	εὔχρηστος	ἄκαρπος	μάταιος	ἔγγυος	5	10	81	4	ἀμφίδρυφος ; 0.3908787965774536	γεμίζω ; 0.4184398055076599	ἅρπη ; 0.35582152009010315	ἀπονοέω ; 0.3910403251647949
0.051059083728095256	ἑορτή	πάσχα	νεομηνία	λαός	149	29	7	2200	Ὑμήττιος ; 0.40865063667297363	Σαυνίτης ; 0.4191662073135376	ῥέδη ; 0.42678773403167725	δέ ; 0.3628961443901062
-0.08457768222892492	ἀπό	ἀπαρχή	εἷς	ἐνταφιάζω	4791	85	1376	4	ἐκ ; 0.4464964270591736	χαρσιθ ; 0.3890429139137268	Σεβωιν ; 0.4036620259284973	αἰδοῖος ; 0.39313560724258423
0.007467236261650134	ἀδύνατος	δυνατός	ἀνένδεκτος	ἕως	37	217	1	1710	ξιφοκτόνος ; 0.42220044136047363	τῦφος ; 0.394786536693573	λυσιτελεῖ ; 0.5895734429359436	εὐτείχεος ; 0.42742273211479187
-0.01957789917770547	πολεμέω	ἀγών	μάχη	στηρίζω	234	22	37	68	παρατάσσω ; 0.41714680194854736	προδέρκομαι ; 0.3887290954589844	συναγωνιστής ; 0.3884110152721405	τί ; 0.42027541995048523
-0.03227280491014711	ὀψώνιον	ἀντί	εἰκῇ	ἀθετέω	7	412	7	80	προσερείδω ; 0.41421449184417725	καρτεροψυχία ; 0.3800080120563507	Κράθις ; 0.40888044238090515	ἀνταλαλάζω ; 0.4055178165435791
0.03871297375040278	μαστιγόω	δίκη	βασανίζω	ἀναξίως	42	42	41	2	ἔμφρουρος ; 0.4343276619911194	ἀστράπτω ; 0.3958635926246643	Χασελευ ; 0.3851446211338043	παράμουσος ; 0.3743918240070343
0.03740244779444951	αὐλητής	σάλπιγξ	αὐλός	δέ	2	109	13	7672	πουλυμαθίη ; 0.4053822159767151	εἰρηνοποιέω ; 0.40543437004089355	πρόσωθεν ; 0.4327833354473114	Θορίκιος ; 0.3788871467113495
-0.05136606718489506	υἱός	νυμφών	συμπόσιον	σάρξ	5575	7	12	362	Χαρουβ ; 0.37529757618904114	Θοβελ ; 0.4135705232620239	φορολογία ; 0.41276416182518005	φήμη ; 0.3922710716724396
0.06902380956127568	καυχάομαι	καύχησις	καύχημα	ὕαλος	77	21	35	3	Περσηιάδης ; 0.3878532648086548	τολμηρότερον ; 0.38411474227905273	Θέογνις ; 0.38685381412506104	ἐμφερής ; 0.40643033385276794
-0.026434205943108247	ἀντιλαμβάνομαι	ὑπολαμβάνω	ἐπιλαμβάνομαι	ψίξ	3	56	19	2	παιδοποιία ; 0.41332799196243286	εὐρύς ; 0.3799823224544525	διαδέω ; 0.44173815846443176	ἀγέννητος ; 0.39084163308143616
-0.02621727965942522	ἀτιμάζω	ὑβρίζω	ὕβρις	προχειροτονέω	40	11	65	1	ἑτεροῖος ; 0.3974055349826813	δεινότης ; 0.4465791583061218	ἀνθρωπάρεσκος ; 0.42127662897109985	συμπίνω ; 0.48917561769485474
0.049826122482845736	καθίστημι	ἐκβάλλω	ἀναλαμβάνω	ὑπεραίρομαι	236	181	110	3	δελτόομαι ; 0.3898068070411682	Νεβρωδ ; 0.4566251337528229	μέγας ; 0.39741337299346924	ἄνοιξις ; 0.4328286647796631
0.062208917977335354	ἐπουράνιος	στρατιά	πονηρία	ἀδήλως	24	36	78	1	Μάλεος ; 0.4354966878890991	Καλλιρόη ; 0.3827402591705322	Σαυνῖται ; 0.40603065490722656	καταφυλαδόν ; 0.410910427570343
0.13473388547385284	ἀφοράω	εὑρίσκω	διερωτάω	προσφωνέω	6	786	1	11	ἀναύγητος ; 0.41109931468963623	στρατιῶτις ; 0.3720797896385193	Τάμβραξ ; 0.4247283339500427	ἀκωλύτως ; 0.4151000380516052
0.05599533208583812	ἦχος	σαλπίζω	αὐλός	πνεῦμα	23	81	13	760	διατήκω ; 0.4107039272785187	Καλλιάδης ; 0.38126009702682495	πρόσωθεν ; 0.4327833354473114	πόλις ; 0.4110157787799835
0.08829266216400755	περισσεύω	προηγέομαι	ἥσσων	κάμπτω	48	14	16	23	σύριγμα ; 0.4124402701854706	ἀντίπαις ; 0.35644644498825073	ζηλοτυπία ; 0.38331031799316406	ἀσπίς ; 0.4238497018814087
0.022755760877473774	ἐκβάλλω	βλασφημία	ὑβρίζω	ἐπιστολή	181	25	11	86	Νεβρωδ ; 0.4566251337528229	ὄστρακον ; 0.38773107528686523	δεινότης ; 0.4465791583061218	χάλυψ ; 0.4055391550064087
0.04595394822360033	μετακαλέομαι	κλῆσις	συγκαλέω	βραδύς	4	14	21	3	πρεσβυτοδόκος ; 0.4345477819442749	Σχοῖνος ; 0.36854422092437744	τέκνωσις ; 0.3793098032474518	ῥυπαρία ; 0.4708719849586487
-0.02958381630385687	ἀγρυπνέω	βλέπω	σκοπέω	πονηρός	15	266	7	460	βοάω ; 0.4404295086860657	ἀντιβολέω ; 0.3993839621543884	ἀθλητικός ; 0.39543554186820984	βοΐδιον ; 0.37357190251350403
0.05225341595536048	ἐπουράνιος	ὕψιστος	οὐρανός	πανήγυρις	24	151	955	5	Μάλεος ; 0.4354966878890991	ὑπόσχεσις ; 0.38161003589630127	Αἴγυπτος ; 0.47723281383514404	ἀλδαίνω ; 0.4507980942726135
0.00016347019606288704	οὗ	ὅς	ἐν	συναθροίζω	137	6352	17049	35	συμπαροξύνω ; 0.4287540316581726	ὅσος ; 0.44854533672332764	ἐπί ; 0.5137099027633667	ἑκατόν ; 0.4074515700340271
0.09616452443561885	μέλος	στόμαχος	πτέρνα	γαμέω	61	1	9	33	Γοργυθίων ; 0.3785914182662964	ὑδροποτέω ; 0.5176729559898376	πρόσ-κρεμάννυμι ; 0.3841188848018646	ζηλώσις ; 0.3751230239868164
-0.03794934934604649	μάρτυς	καταμαρτυρέω	ἐπιμαρτυρέω	χρή	93	11	8	2	ἡλιαία ; 0.4412197470664978	δεσποτεύω ; 0.4307600259780884	ἀνατείνω ; 0.47629228234291077	στέγω ; 0.4201611280441284
-0.08800711704182057	ἐπαύριον	προσάββατον	ἔχω	ὅσιος	42	3	1209	86	βῶρος ; 0.37176477909088135	εὐθάνατος ; 0.38222378492355347	ἔχω ; 0.5600450038909912	ὕπανδρος ; 0.3647460341453552
0.022877015899009145	ἀγαπητός	ζῆλος	ἀγάπη	εἰμί	86	55	135	9289	ἤπιος ; 0.40192532539367676	Εμηρ ; 0.41995036602020264	Βαδαν ; 0.35729795694351196	βιότης ; 0.4062173664569855
