Mean Gap Score Difference	IntraDomainWord	IntraDomainWord	IntraDomainWord	ExtraDomainWord	ExtraDomainWord	ExtraDomainWord	Gensim Computed Outsider	Right Computer Outsider	Occurences W0	Occurences W1	Occurences W2	Occurences W3	Occurences W4	Occurences W5	Most similar word to W0	Most similar word to W1	Most similar word to W2	Most similar word to W3	Most similar word to W4	Most similar word to W5
-0.015928941038100053	ἐνθυμέομαι	λογίζομαι	λογισμός	ῥᾳδιούργημα	πταίω	παράπτωμα	ἐνθυμέομαι	0	23	160	117	1	20	41	κρεμάω ; 0.27000561356544495	κολάζω ; 0.2808259129524231	δειλόψυχος ; 0.27796581387519836	κακάγγελτος ; 0.4330708384513855	ἐπιλυπέω ; 0.2982703447341919	τετράφαλος ; 0.3059079051017761
0.1166207829228591	διαυγάζω	λάμπω	ἐκλάμπω	ἐλωΐ	μαράνα	αββα	μαράνα	1	1	12	8	2	1	3	φωσφόρος ; 0.8292168378829956	θεάομαι ; 0.2930912971496582	περικοσμέω ; 0.32470810413360596	ἠλί ; 0.5619946718215942	θά ; 0.7864425778388977	γυμνασιαρχέω ; 0.3397672474384308
0.023685714323122387	ἐπιφωνέω	ἀναφωνέω	προσαγωγή	εὐκαιρέω	ἀκαίρως	προθεσμία	εὐκαιρέω	1	7	6	3	3	2	1	ἐφικνέομαι ; 0.3128964304924011	Ιερεμωθ ; 0.3513490557670593	οἰνών ; 0.2924712002277374	αἴλινος ; 0.33208662271499634	Ραββωθ ; 0.3199669122695923	νόησις ; 0.333840548992157
0.056575469654919275	ὑποζύγιον	ἀλώπηξ	θρέμμα	λάμπω	διαυγάζω	ἐπιφαίνω	θρέμμα	0	31	13	1	12	1	26	Σιδονίηθεν ; 0.3062988519668579	Κερυκυραία ; 0.3026362657546997	ἐπιτερπής ; 0.30506032705307007	θεάομαι ; 0.2930912971496582	φωσφόρος ; 0.8292168378829956	ἐπιφημί ; 0.40398186445236206
0.021259463298417713	τρόμος	ἀπομάσσομαι	ῥιπή	ψίξ	διατροφή	πόμα	πόμα	1	35	2	1	2	2	7	συμφύω ; 0.3202055096626282	Δαμοτέλης ; 0.31326407194137573	ζαής ; 0.33375394344329834	δικτυωτός ; 0.37894749641418457	τιμιότης ; 0.35055211186408997	εἰσθέω ; 0.320209801197052
0.038450583566585705	σίναπι	κάλαμος	βοτάνη	ἀποφθέγγομαι	ἐκλαλέω	προσλαλέω	σίναπι	0	5	40	17	9	2	4	διάμετρος ; 0.3144300580024719	Γαδηρα ; 0.29271718859672546	χλωρός ; 0.32362496852874756	ἑτερόγλωσσος ; 0.292544424533844	μαθηματικός ; 0.36991769075393677	λιτανεία ; 0.34920915961265564
0.0006388093590280752	πρωτεύω	πρωτοστάτης	μεγαλειότης	τρίβολος	χόρτος	ἄκανθα	πρωτεύω	0	4	2	7	6	64	45	χαλκοπλάστης ; 0.30029764771461487	ἀμβλάκημα ; 0.33198076486587524	ὁλκεῖον ; 0.3100663423538208	ὄμφαξ ; 0.3366604447364807	ἄχυρον ; 0.2904537320137024	χερουβείμ ; 0.30122342705726624
0.0571160903727812	συνεγείρω	ἐξανάστασις	ἀναζάω	ξέστης	ἀγγεῖον	ὑδρία	ἀναζάω	0	6	2	2	1	25	25	πορρώτερον ; 0.30439719557762146	χάρυβδις ; 0.3383578062057495	βιαιότης ; 0.34673333168029785	χαλκίον ; 0.5055538415908813	ἐξαῦτις ; 0.2956896424293518	πλοῖον ; 0.31355223059654236
-0.00642020813457353	παρατείνω	βραδύνω	συστέλλω	πρᾶγμα	πληροφορέω	συμβαίνω	παρατείνω	0	8	6	8	135	7	58	διεκβάλλω ; 0.3141944408416748	ἠμαθόεις ; 0.2896627187728882	Κενεζ ; 0.3155171275138855	ἀντίδοσις ; 0.28473323583602905	ἐπίλυσις ; 0.2970163822174072	Κύμη ; 0.304252564907074
0.11545026058526839	ἀποπλέω	πλοῦς	ἀνάγω	ἐξολεθρεύω	ὀλοθρεύω	φθείρω	φθείρω	1	4	3	136	218	1	29	Καρία ; 0.3336295783519745	βραδέως ; 0.3415603041648865	ἐξάγω ; 0.3425973653793335	ἐξαίρω ; 0.39974817633628845	πρόσχυσις ; 0.6394473910331726	διαγορεύω ; 0.29533374309539795
-0.07009910726781346	κυριακός	αββα	ἄθεος	ἀροτριάω	φυτεύω	γεωργέω	αββα	0	2	3	1	18	61	4	τροχάζω ; 0.342151939868927	γυμνασιαρχέω ; 0.3397672474384308	λιτανός ; 0.29436570405960083	χαρίεις ; 0.3481685519218445	ἁλμυρός ; 0.3129922151565552	ἐκριπτέω ; 0.35242760181427
0.06104457712474659	καιρός	εὔκαιρος	εὐκαιρία	κυριότης	κυριεύω	ἡγεμονεύω	κυριότης	1	569	7	7	4	71	2	ἡμέρα ; 0.4633200168609619	ὑπερδέξιος ; 0.30404311418533325	῎Αρης ; 0.28181764483451843	τολμητής ; 0.38975685834884644	ληίζομαι ; 0.30592137575149536	μεγαλόδοξος ; 0.30234575271606445
-0.036064640420161886	συμπολίτης	συμφυλέτης	λαός	ἀποστολή	εὐαγγελιστής	Μεσσίας	λαός	0	1	1	2187	15	3	2	ἐξορθόω ; 0.39713776111602783	δυσαλγής ; 0.3917101323604584	Ἰσραήλ ; 0.46137523651123047	ὑπερφρονέω ; 0.29137104749679565	Δαύλιος ; 0.3523990511894226	Δρούσιλλα ; 0.4187067151069641
-0.04223558487872553	πόνος	πάσχω	συνωδίνω	ἀπόκρυφος	βάθος	κρύπτη	συνωδίνω	0	96	59	1	28	31	1	δύω ; 0.33369630575180054	Αχαμανι ; 0.28547996282577515	συστενάζω ; 0.8150840997695923	πολύπειρος ; 0.3034542202949524	σκιατραφία ; 0.2755952775478363	μόδιος ; 0.41446948051452637
-0.10845250412306812	συναπόλλυμαι	ὀλοθρευτής	ὄλεθρος	σαλεύω	ταράσσω	ἔντρομος	συναπόλλυμαι	0	1	1	27	93	135	8	Ῥαάβ ; 0.44617486000061035	τυπικῶς ; 0.7372300624847412	ἄνυδρος ; 0.28971001505851746	ὑποτάσσω ; 0.293845534324646	ἐξίστημι ; 0.29093778133392334	περιπαθής ; 0.3235134780406952
0.006934869658959314	τεκνογονία	ἔγκυος	γένεσις	ἁμαρτία	πταίω	παράπτωμα	πταίω	1	1	2	61	711	20	41	ψύχομαι ; 0.4005669951438904	Λιμνώρεια ; 0.3572778105735779	ῥιζόω ; 0.2976738214492798	ἁμαρτάνω ; 0.3728090226650238	ἐπιλυπέω ; 0.2982703447341919	τετράφαλος ; 0.3059079051017761
