Mean Gap Score Difference	IntraDomainWord	IntraDomainWord	IntraDomainWord	IntraDomainWord	IntraDomainWord	ExtraDomainWord	ExtraDomainWord	ExtraDomainWord	ExtraDomainWord	ExtraDomainWord	Gensim Computed Outsider	Right Computer Outsider	Occurences W0	Occurences W1	Occurences W2	Occurences W3	Occurences W4	Occurences W5	Occurences W6	Occurences W7	Occurences W8	Occurences W9	Most similar word to W0	Most similar word to W1	Most similar word to W2	Most similar word to W3	Most similar word to W4	Most similar word to W5	Most similar word to W6	Most similar word to W7	Most similar word to W8	Most similar word to W9
0.017826652204906535	διετής	ἔτος	παραχειμασία	θέρος	τριετία	κοιτών	ξενία	νυμφών	ὑπερῷον	θησαυρός	τριετία	0	2	767	1	11	1	16	4	7	33	110	ἄνεω ; 0.5526013374328613	διανομή ; 0.5741829872131348	σαφής ; 0.601676344871521	ζώφυτος ; 0.5631022453308105	Σαννυρίων ; 0.5245963335037231	χρῆμα ; 0.6108862161636353	ὅτε ; 0.5592347979545593	πενθερά ; 0.5538089275360107	Ρωγηλ ; 0.6076109409332275	εἰσφέρω ; 0.6796736717224121
-0.01422054748233842	ἀποστολή	εὐπάρεδρον	προφῆτις	συμπρεσβύτερος	προφήτης	πραιτώριον	σκήνωμα	σκηνοποιός	οἶκος	οἰκία	εὐπάρεδρον	0	15	1	8	1	477	8	83	1	2180	361	καταλλαγή ; 0.5708978176116943	ἀπερισπάστως ; 0.8935315608978271	Σημ ; 0.6053266525268555	δουράτεος ; 0.5934242606163025	μαντεύομαι ; 0.5776573419570923	ἐξοπλησία ; 0.5878908634185791	ἐπεντείνω ; 0.5553886890411377	ὁμότεχνος ; 0.7216190099716187	λιπαρός ; 0.570980429649353	ὡρισμένως ; 0.5804342031478882
0.025292554105244947	ἀπόλλυμι	ἐξολεθρεύω	πορθέω	ὄλεθρος	ὀλοθρεύω	προδίδωμι	παραδίδωμι	δίδωμι	δωρέομαι	δότης	ὀλοθρεύω	0	468	221	5	28	1	4	396	2545	8	2	Σιμαίθα ; 0.5403172373771667	σκληρός ; 0.5311726927757263	ἔρυμα ; 0.5395331382751465	πτύρομαι ; 0.5419310331344604	πρόσχυσις ; 0.847115695476532	παρεισάγω ; 0.5595946311950684	ἔκλαμψις ; 0.5332505702972412	διδάσκω ; 0.5296108722686768	μέτειμι1 ; 0.5494917631149292	ἀκόρεστος ; 0.5052662491798401
0.09932871838297741	ἁμάρτημα	προαμαρτάνω	ἁμαρτωλός	ῥᾳδιούργημα	παράπτωμα	ὁμοίωμα	τοιοῦτος	ὁμοίωσις	ὁμοίως	ἀφομοιόω	ἁμαρτωλός	0	41	2	226	1	41	47	138	9	52	1	καθαρίζω ; 0.5752108693122864	τρυγητής ; 0.5539641380310059	ἀσεβής ; 0.6790977716445923	τετρααρχέω ; 0.5484188795089722	Κρήσιος ; 0.5260323882102966	γενεά ; 0.6327054500579834	μεταγενής ; 0.545600414276123	σύγκλεισμα ; 0.5551986694335938	ῥόδινος ; 0.5216102600097656	περιδεής ; 0.616564154624939
0.007668081305610752	διαγίνομαι	παροίχομαι	μακροχρόνιος	ἑκάστοτε	χρόνος	ἐπίλυσις	διερμηνευτής	ἐπιλύω	διασαφέω	δυσερμήνευτος	διαγίνομαι	0	3	1	3	1	193	1	1	2	12	1	ναυλοχέω ; 0.5748293995857239	ἀλάομαι ; 0.5378830432891846	μακροήμερος ; 0.6167799830436707	σιγή ; 0.6347119212150574	ἰσχνός ; 0.5228235721588135	ἐνάλιος ; 0.5760249495506287	ἀνοσιότης ; 0.6609525084495544	εἴωθα ; 0.5181705951690674	πρεσβευτής ; 0.5293959379196167	ἐκλύομαι ; 0.5809959769248962
-0.012167333856351437	κρυφῇ	κρύπτη	ἀφανής	κρυφαῖος	μυστήριον	δεισιδαιμονία	θεοσεβής	θρησκεία	θρησκός	εὐσεβής	κρυφῇ	0	13	1	5	6	57	1	8	8	1	36	αἰτίος ; 0.5442507266998291	ὁθούνεκα ; 0.5172134637832642	λιμοκτονέω ; 0.5316325426101685	εἰσβλέπω ; 0.5732020139694214	οἰδάνω ; 0.6111564636230469	κακοπάθεια ; 0.5711022615432739	προοράω ; 0.5132322311401367	καιρός ; 0.520980954170227	κηδεύω ; 0.5149328708648682	φανίος ; 0.5658227205276489
0.05614644321881962	κορβανᾶς	οἴκημα	θησαυρός	κοιτών	ἀνάγαιον	φῶς	φαίνω	ἐπιφώσκω	φωτίζω	φέγγος	φαίνω	1	1	4	110	16	2	248	97	2	51	28	Λήι ; 0.5527992248535156	χιτών ; 0.5885814428329468	εἰσφέρω ; 0.6796736717224121	χρῆμα ; 0.6108862161636353	ἀμελετήτως ; 0.5323536396026611	ἀπρόσκοπος ; 0.5350040197372437	ἀντιπαράγω ; 0.5581783056259155	μνημεῖον ; 0.5600183010101318	ἀποκρύπτω ; 0.6013509631156921	μῖξις ; 0.5574939250946045
0.08659016544780945	τρίβολος	χλωρός	ἄψινθος	ἄκανθα	βοτάνη	ἁμάρτημα	ἁμαρτάνω	ἄπταιστος	πταίω	ῥᾳδιούργημα	πταίω	1	6	19	1	45	17	41	312	2	20	1	ἀγαλλίαμα ; 0.5740681886672974	αὐγάζω ; 0.5559484958648682	Ἄψινθος ; 0.667121171951294	ῥίς ; 0.5694785118103027	ὄζω ; 0.5400699377059937	καθαρίζω ; 0.5752108693122864	ἰγνύα ; 0.5321723222732544	σάω ; 0.5367369651794434	συνεπακολουθέω ; 0.5454179048538208	τετρααρχέω ; 0.5484188795089722
0.04244265846499906	μεταίρω	ἐκβαίνω	ἀπέρχομαι	ἐξέρχομαι	ἀπολύω	ἐκδιηγέομαι	ἀγγέλλω	ἀγγελία	ἀναγγέλλω	ἐρεύγομαι	ἐκδιηγέομαι	1	6	11	346	957	100	16	1	15	274	7	ἀποξενόω ; 0.5171629786491394	στάμνος ; 0.5895442962646484	εἰσάγω ; 0.6561483144760132	ἐπιτεχνάζω ; 0.5637974143028259	πάϊθεν ; 0.556222140789032	χάμευνα ; 0.5210399627685547	ἀποστατέω ; 0.5548861026763916	ἀμφιπέλομαι ; 0.556103527545929	τιμή ; 0.5217426419258118	ὑδρεία ; 0.5394865274429321
0.0413892509977109	συναπόλλυμαι	ἀπώλεια	ὀλοθρεύω	φθορά	ὄλεθρος	ξέστης	νιπτήρ	θήκη	ποτήριον	ἀγγεῖον	ὄλεθρος	0	1	140	1	20	28	1	1	4	64	25	ἑβδομάς ; 0.5067751407623291	ὡραϊσμός ; 0.5149009227752686	πρόσχυσις ; 0.847115695476532	δεύτερος ; 0.6248950362205505	πτύρομαι ; 0.5419310331344604	χαλκίον ; 0.6788769364356995	λέντιον ; 0.742631196975708	Ἄρης ; 0.5252900719642639	μόλιβος ; 0.525902271270752	ἐνέχυρον ; 0.5877749919891357
