Mean Gap Score Difference	IntraDomainWord	IntraDomainWord	IntraDomainWord	IntraDomainWord	IntraDomainWord	ExtraDomainWord	ExtraDomainWord	ExtraDomainWord	Gensim Computed Outsider	Right Computer Outsider	Occurences W0	Occurences W1	Occurences W2	Occurences W3	Occurences W4	Occurences W5	Occurences W6	Occurences W7	Most similar word to W0	Most similar word to W1	Most similar word to W2	Most similar word to W3	Most similar word to W4	Most similar word to W5	Most similar word to W6	Most similar word to W7
0.04791127589599792	εὐσέβεια	ἱεροπρεπής	θεοσέβεια	εὐσεβής	θρησκεία	ἔθνος	συμφυλέτης	ἐντόπιος	θεοσέβεια	0	72	3	1	36	8	1166	1	1	γενναῖος ; 0.3523535132408142	λειποτακτέω ; 0.4109605848789215	ὰν ; 0.3907296657562256	ἐπίζηλος ; 0.32267507910728455	πυνθάνομαι ; 0.3247808814048767	γῆ ; 0.40099361538887024	δυσαλγής ; 0.3917101323604584	μάρτυς ; 0.3793296217918396
0.030081763283197227	ἰῶτα	ἀποστάσιον	γράμμα	χειρόγραφον	καταλέγω	πρωτεύω	πρωτοστάτης	ἐξοχή	γράμμα	0	1	7	41	7	3	4	2	1	νασιφ ; 0.4954918324947357	μόσχευμα ; 0.3436698317527771	σταυρόω ; 0.27927613258361816	Γαβαηλ ; 0.3353726863861084	καταδαμάω ; 0.268880158662796	χαλκοπλάστης ; 0.30029764771461487	ἀμβλάκημα ; 0.33198076486587524	πολυκτήμων ; 0.515052080154419
-0.015962597730050765	ὁμοιόω	ὁμοίως	ὁμοιότης	ὁμοίωμα	ἔοικα	ἀδελφότης	νεόφυτος	ἄδικος	ὁμοίωμα	0	53	52	6	47	4	9	6	136	ὅμοιος ; 0.3563337028026581	ἠνορέα ; 0.2903548777103424	ἀνδρολογεῖον ; 0.375451922416687	διαρτάω ; 0.30541911721229553	ἄσοφος ; 0.36796170473098755	συμπαθεία ; 0.30625826120376587	κάρρων ; 0.31083646416664124	ἀσεβής ; 0.3479805886745453
0.0691911380021758	κάμνω	λοιμός	λεπρός	δυσεντέριον	ἄρρωστος	τρεῖς	δέκα	πέντε	δυσεντέριον	0	8	30	22	1	7	444	350	316	Ἰσαάκ ; 0.2671505808830261	Ιεροβααλ ; 0.2779081165790558	Κογκολιτάνος ; 0.27505314350128174	Εσερων ; 0.39224594831466675	ἁλίζω1 ; 0.3139135539531708	δύο ; 0.4234694540500641	εἴκοσι ; 0.5366600751876831	ὀκτώ ; 0.3684077262878418
0.07703795273113367	θεοδίδακτος	διδαχή	παιδεία	σωφρονίζω	παιδεύω	ἐπίβλημα	ὀθόνη	ὀθόνιον	θεοδίδακτος	0	1	31	118	1	101	5	2	8	ἀπῶρυξ ; 0.43886280059814453	Μίλητος ; 0.2784210443496704	παιδεύω ; 0.3181505799293518	Εβραῖα ; 0.35198503732681274	παιδεία ; 0.3181505799293518	Ἰβύκειον ; 0.4048396944999695	κνεφάζω ; 0.46178969740867615	ἀριστέω ; 0.32026439905166626
0.12532084415653705	ἐκτινάσσω	σαλεύω	ἔντρομος	τρόμος	ῥιπή	ἐθνικῶς	ψευδάδελφος	ἄνομος	ἄνομος	1	29	93	8	35	1	1	2	113	ψαφαρός ; 0.2923976182937622	ὑποτάσσω ; 0.293845534324646	περιπαθής ; 0.3235134780406952	συμφύω ; 0.3202055096626282	ζαής ; 0.33375394344329834	Ἰουδαϊκῶς ; 0.7813537120819092	παρείσακτος ; 0.506682276725769	ἀσεβής ; 0.41831979155540466
-0.016616886563714628	διετία	ἔτος	διετής	ἐνιαυτός	φθινοπωρινός	θεοσέβεια	εὐσεβής	θεοσεβής	εὐσεβής	1	2	765	2	167	1	1	36	8	ἐξέραμα ; 0.3164888322353363	ἡμέρα ; 0.4806009531021118	ἀμερής ; 0.43237635493278503	ἔτος ; 0.3466075658798218	Φινεύς ; 0.3910481929779053	ὰν ; 0.3907296657562256	ἐπίζηλος ; 0.32267507910728455	μαστροπεύω ; 0.2726548910140991
0.02187362322662001	ἀγγελία	ἐξηγέομαι	ἄγγελος	ἐκδιηγέομαι	διηγέομαι	ζῳογονέω	ζάω	ἐξανάστασις	ἄγγελος	0	15	15	512	16	73	3	694	2	πνέω ; 0.29246658086776733	διαδατέομαι ; 0.29403018951416016	πνεῦμα ; 0.28866779804229736	Κυμοθόη ; 0.28237470984458923	ἀναγγέλλω ; 0.392577588558197	Ραιφαν ; 0.3299669921398163	εἰμί ; 0.28687459230422974	χάρυβδις ; 0.3383578062057495
-0.00012413209775907763	βλέπω	περιβλέπομαι	ἀναβλέπω	βλέμμα	ἀόρατος	ἀγωγή	κατάστημα	συνοικέω	ἀγωγή	1	263	7	59	1	8	7	1	15	θεωρέω ; 0.3371143639087677	συμπρεσβεύω ; 0.3091026842594147	ἀνοίγω ; 0.2875771224498749	ἱππεία ; 0.44251134991645813	γωλαθ ; 0.31086358428001404	συνδιώκω ; 0.28346502780914307	ἐπιράπτω ; 0.3358195424079895	μοιχός ; 0.2857908010482788
-0.015105778012431348	τίκτω	ἀρτιγέννητος	ἔγκυος	γεννητός	ὠδίν	ζωγρέω	δοῦλος	συλαγωγέω	ζωγρέω	1	263	1	2	7	39	10	510	1	γεννάω ; 0.2995178997516632	καταλαλιά ; 0.4672754406929016	Λιμνώρεια ; 0.3572778105735779	ὀμνύω ; 0.3359137177467346	γαστήρ ; 0.32667768001556396	ἐχυρός ; 0.28020650148391724	παῖς ; 0.4802852272987366	ἀνείκαστος ; 0.4345320463180542
-0.0571464867122177	ψωμίον	σιτομέτριον	πόμα	ψίξ	διατροφή	ἀλώπηξ	θρέμμα	ὑποζύγιον	ἀλώπηξ	1	4	1	7	2	2	13	1	31	Τελμεσσός ; 0.4318758249282837	οἰκετεία ; 0.521598219871521	εἰσθέω ; 0.320209801197052	δικτυωτός ; 0.37894749641418457	τιμιότης ; 0.35055211186408997	Κερυκυραία ; 0.3026362657546997	ἐπιτερπής ; 0.30506032705307007	Σιδονίηθεν ; 0.3062988519668579
0.007700013185557186	τεκνογονέω	τεκνογονία	γένεσις	ἔγκυος	τίκτω	ἐπίλυσις	μεθερμηνεύω	ἑρμηνεία	ἐπίλυσις	1	1	1	61	2	263	1	8	3	οἰκοδεσποτέω ; 0.9229221940040588	ψύχομαι ; 0.4005669951438904	ῥιζόω ; 0.2976738214492798	Λιμνώρεια ; 0.3572778105735779	γεννάω ; 0.2995178997516632	ἄγαλμα ; 0.40638959407806396	Βαριησοῦς ; 0.3259633183479309	παρώνυμος ; 0.37331604957580566
0.01708975696354398	πλοῦς	παραλέγομαι	ἀποπλέω	ἀνάγω	βραδυπλοέω	παραχειμάζω	χειμών	ἔτος	ἔτος	1	3	2	4	136	1	4	13	765	βραδέως ; 0.3415603041648865	Σαλμώνη ; 0.41961345076560974	Καρία ; 0.3336295783519745	ἐξάγω ; 0.3425973653793335	Κνίδος ; 0.45533934235572815	ἀτιμαστήρ ; 0.29881733655929565	ὁρμάω ; 0.3203582465648651	ἡμέρα ; 0.4806009531021118
0.028274776863965095	οἷος	ὁμοιόω	ὁμοίωμα	ἀφομοιόω	ὁμοίωσις	ἐλλογέω	καταλέγω	ἀποστάσιον	οἷος	0	33	53	47	1	9	2	3	7	διαιρετός ; 0.27069106698036194	ὅμοιος ; 0.3563337028026581	διαρτάω ; 0.30541911721229553	ια᾽ ; 0.36154669523239136	σημέα ; 0.3367726802825928	χωρίδιον ; 0.33109554648399353	καταδαμάω ; 0.268880158662796	μόσχευμα ; 0.3436698317527771
-0.04105444099183031	εὐσεβῶς	θρησκός	δεισιδαίμων	ἱεροπρεπής	εὐσεβής	ἔοικα	ὁμοίωσις	ὁμοιότης	θρησκός	0	2	1	1	3	36	4	9	6	μέντοιγε ; 0.3778817057609558	χαλιναγωγέω ; 0.46487724781036377	ποδήνεμος ; 0.4107039272785187	λειποτακτέω ; 0.4109605848789215	ἐπίζηλος ; 0.32267507910728455	ἄσοφος ; 0.36796170473098755	σημέα ; 0.3367726802825928	ἀνδρολογεῖον ; 0.375451922416687
-0.14172314968583252	δεισιδαίμων	δεισιδαιμονία	θεοσέβεια	θρησκός	ἱεροπρεπής	σαλεύω	σείω	τρέμω	δεισιδαιμονία	0	1	1	1	1	3	93	42	16	ποδήνεμος ; 0.4107039272785187	διάζωμα ; 0.3777790367603302	ὰν ; 0.3907296657562256	χαλιναγωγέω ; 0.46487724781036377	λειποτακτέω ; 0.4109605848789215	ὑποτάσσω ; 0.293845534324646	βοῦνις ; 0.2877941429615021	εὔμαιος ; 0.2844966948032379
-0.031348930892957205	προφῆτις	εὐπάρεδρον	ἀποστολή	συμπρεσβύτερος	ψευδαπόστολος	ῥάκος	ἔνδυμα	σινδών	εὐπάρεδρον	0	8	1	15	1	1	5	21	10	πεφυλαγμένως ; 0.3115708529949188	ἀπερισπάστως ; 0.8154767155647278	ὑπερφρονέω ; 0.29137104749679565	φιλοσοφομειρακίσκος ; 0.38359206914901733	μηχανορράφος ; 0.40125352144241333	καταμήνιος ; 0.4103153347969055	δίαιτα ; 0.40860608220100403	προσκαθίστημι ; 0.3808465600013733
0.07105622717865867	διαυγάζω	ἐπιφαύσκω	φωτίζω	ἐπιφαίνω	λάμπω	λέντιον	σινδών	ὀθόνιον	σινδών	1	1	4	50	26	12	2	10	8	φωσφόρος ; 0.8292168378829956	Κασία ; 0.3510749340057373	θεωρητός ; 0.32732462882995605	ἐπιφημί ; 0.40398186445236206	θεάομαι ; 0.2930912971496582	λάκτισμα ; 0.3903723955154419	προσκαθίστημι ; 0.3808465600013733	ἀριστέω ; 0.32026439905166626
0.03145766725680685	ἐκριζόω	γεωργός	ἐγκεντρίζω	σπείρω	ἀροτριάω	ξενία	κοιτών	οἴκημα	ἐκριζόω	0	14	28	7	113	18	4	16	4	κυκλοτερής ; 0.34530115127563477	Ἡράκλεια ; 0.27872079610824585	δήπουθεν ; 0.3436886668205261	τετράφαλος ; 0.32711857557296753	χαρίεις ; 0.3481685519218445	μισθόομαι ; 0.33702707290649414	αιλ ; 0.31609198451042175	Σιβύρτιος ; 0.3152503967285156
-0.059615805103933606	ἐκλάμπω	ἐπιφώσκω	ἐπιφαύσκω	ἐπιφαίνω	διαυγάζω	ἔκπαλαι	πρίν	πρῶτον	πρίν	1	8	2	4	26	1	2	71	9	περικοσμέω ; 0.32470810413360596	Γαββαθα ; 0.4363192915916443	Κασία ; 0.3510749340057373	ἐπιφημί ; 0.40398186445236206	φωσφόρος ; 0.8292168378829956	περιρραντίζω ; 0.3495214879512787	μήποτε ; 0.29451918601989746	εὐτεκνία ; 0.30506688356399536
0.07230649467810629	χρηματισμός	δηλόω	ξένος	αὐγάζω	φανερός	ἀνασκευάζω	θορυβάζω	μετεωρίζομαι	αὐγάζω	0	4	44	34	8	34	1	1	1	ἐξεραυνάω ; 0.3166600465774536	κατακοιμιστής ; 0.27853649854660034	ψιμυθιόω ; 0.28750142455101013	τηλαύγημα ; 0.39970722794532776	δύσκολος ; 0.284261018037796	ἐπιβατός ; 0.31179583072662354	ὀγκός2 ; 0.46636807918548584	μυσερός ; 0.3966258764266968
