File	Gap Score Correct	Gensim Correct	Gap Score Average
results_3_and_3/data.transformed.com-cut.Full.pretrained.1500e.10w.s80.tsv	54	47	0.018347975732893068
results_3_and_3/data.transformed.half-cut.Full.1500e.s80.tsv	64	53	0.03632110484649951
results_3_and_3/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s30.tsv	69	48	0.053054578495600815
results_3_and_3/data.transformed.com-cut.Full.pretrained.1500e.10w.s30.tsv	63	49	0.047237008222594315
results_3_and_3/data.transformed.half-cut.Full.1500e.s50.tsv	71	51	0.05434032702645208
results_3_and_3/data.transformed.sup-cut.Full.pretrained.1500e.s30.tsv	80	47	0.10375121461408571
results_3_and_3/data.transformed.sup-cut.Full.1500e.10w.s30.tsv	76	47	0.09088444004917813
results_3_and_3/data.transformed.com-cut.Full.1500e.10w.s80.tsv	60	41	0.022514608641064773
results_3_and_3/data.transformed.sup-cut.Full.pretrained.1500e.s200.tsv	61	50	0.026335175357042936
results_3_and_3/data.transformed.sup-cut.Full.pretrained.1500e.s50.tsv	78	49	0.07035889203422135
results_3_and_3/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s200.tsv	65	55	0.012018288462235063
results_3_and_3/data.transformed.no-cut.Full.txt.1500e.10w.s80.tsv	57	49	0.01355231434407707
results_3_and_3/data.transformed.com-cut.Full.pretrained.1500e.s200.tsv	57	44	0.01671641374458223
results_3_and_3/data.transformed.half-cut.Full.pretrained.1500e.10w.s80.tsv	57	49	0.017157602207306204
results_3_and_3/data.transformed.com-cut.Full.pretrained.1500e.s30.tsv	74	55	0.08183574703254172
results_3_and_3/data.transformed.half-cut.Full.1500e.10w.s80.tsv	63	47	0.022699105002444306
results_3_and_3/data.transformed.com-cut.Full.1500e.10w.s30.tsv	70	51	0.0659057468916537
results_3_and_3/data.transformed.half-cut.Full.pretrained.1500e.s200.tsv	53	40	0.010931538671059442
results_3_and_3/data.transformed.sup-cut.Full.1500e.10w.s200.tsv	57	45	0.030721941955927617
results_3_and_3/data.transformed.half-cut.Full.pretrained.1500e.s30.tsv	70	48	0.06775386598658412
results_3_and_3/data.transformed.no-cut.Full.txt.1500e.s80.tsv	60	48	0.015694619090228124
results_3_and_3/data.transformed.com-cut.Full.pretrained.1500e.10w.s50.tsv	54	44	0.028616597212280784
results_3_and_3/data.transformed.no-cut.Full.txt.1500e.10w.s200.tsv	52	49	0.005647233134491799
results_3_and_3/data.transformed.sup-cut.Full.1500e.s50.tsv	77	54	0.07607706452813759
results_3_and_3/data.transformed.no-cut.Full.txt.1500e.10w.s30.tsv	50	48	0.00574126850677916
results_3_and_3/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s50.tsv	69	49	0.03993476983166818
results_3_and_3/data.transformed.sup-cut.Full.1500e.10w.s50.tsv	71	44	0.06296984747007076
results_3_and_3/data.transformed.sup-cut.Full.pretrained.1500e.10w.s50.tsv	67	57	0.0533548692439407
results_3_and_3/data.transformed.sup-cut.Full.pretrained.1500e.10w.s80.tsv	71	49	0.03870252498033868
results_3_and_3/data.transformed.half-cut.Full.pretrained.1500e.10w.s30.tsv	65	49	0.044717640492567184
