File	Gap Score Correct	Gensim Correct	Gap Score Average
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.s50.tsv	66	17	0.026090059079918664
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.10w.s50.tsv	63	19	0.031360189127140815
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.s200.tsv	53	20	0.01407088716922987
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.10w.s50.tsv	61	22	0.028301867225254403
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.10w.s50.tsv	72	24	0.020653390406389943
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.10w.s30.tsv	74	19	0.0517417016438434
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.s200.tsv	53	18	0.015127476435937428
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.s200.tsv	46	14	0.013219789300681547
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.s50.tsv	64	18	0.03282821527638405
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.s50.tsv	64	20	0.026854897411054946
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.s80.tsv	52	22	0.020183157122135812
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.s30.tsv	73	25	0.041526159213878186
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.s50.tsv	76	25	0.03482610777382218
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.10w.s200.tsv	40	13	0.009088436921321226
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.10w.s30.tsv	80	33	0.04888152540466193
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.10w.s50.tsv	69	22	0.017506087313552673
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.s80.tsv	71	19	0.021582670335301982
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.s30.tsv	68	24	0.03656027208906573
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.s50.tsv	62	22	0.02935286916364607
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.s30.tsv	72	20	0.037288432020480274
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.10w.s200.tsv	50	21	0.011809997760620148
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.s30.tsv	77	19	0.0525745938813062
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.10w.s30.tsv	69	18	0.03974853481244739
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.10w.s80.tsv	64	29	0.016081671830260366
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.s30.tsv	72	27	0.040192943372208884
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.s200.tsv	53	20	0.021587588565861907
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.s200.tsv	53	26	0.018509778398610014
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.s80.tsv	65	25	0.02691417335161017
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.10w.s30.tsv	75	28	0.03426177106981796
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.s80.tsv	55	22	0.024839098836400515
results_NT_10_and_1/data.transformed.com-cut.NT.1500e.10w.s80.tsv	51	12	0.01794405661003798
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.s50.tsv	66	17	0.02616621904982964
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.10w.s30.tsv	69	19	0.03441207707951559
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.10w.s50.tsv	67	29	0.029499252621063815
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.10w.s200.tsv	51	27	0.015013953149277014
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.10w.s80.tsv	51	21	0.030919447184455696
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.s80.tsv	64	19	0.018757923381950967
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.10w.s200.tsv	46	10	0.009742663024546922
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.s200.tsv	49	14	0.014435555797197042
results_NT_10_and_1/data.transformed.half-cut.NT.1500e.10w.s80.tsv	46	12	0.0120505781285119
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.10w.s200.tsv	52	23	0.015658085991889312
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.10w.s80.tsv	62	16	0.012354941008244373
results_NT_10_and_1/data.transformed.half-cut.NT.pretrained.1500e.10w.s30.tsv	75	29	0.037628961428805806
results_NT_10_and_1/data.transformed.com-cut.NT.pretrained.1500e.10w.s80.tsv	57	20	0.009114617172466413
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.10w.s50.tsv	58	22	0.03727248293344054
results_NT_10_and_1/data.transformed.sup-cut.NT.pretrained.1500e.s30.tsv	80	37	0.05692274826575315
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.s80.tsv	55	22	0.031606918110070714
results_NT_10_and_1/data.transformed.sup-cut.NT.1500e.10w.s200.tsv	49	18	0.014734541617476577
