File	Gap Score Correct	Gensim Correct	Gap Score Average
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.10w.s200.tsv	65	30	0.018806602234861212
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.10w.s200.tsv	61	27	0.01623873205946794
results_10_and_1/data.transformed.sup-cut.Full.1500e.s200.tsv	54	45	0.03257382466186984
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.s200.tsv	57	29	0.024264449152643922
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s200.tsv	58	23	0.012444460843125046
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.10w.s50.tsv	70	28	0.0368054268210315
results_10_and_1/data.transformed.half-cut.Full.1500e.s200.tsv	57	27	0.030377886123612093
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.10w.s50.tsv	41	7	-0.006327578270794086
results_10_and_1/data.transformed.half-cut.Full.1500e.10w.s30.tsv	83	32	0.06881888415572886
results_10_and_1/data.transformed.half-cut.Full.1500e.10w.s50.tsv	74	23	0.04162786069588008
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.s50.tsv	43	6	-0.00540424310821626
results_10_and_1/data.transformed.half-cut.Full.1500e.10w.s200.tsv	57	25	0.02126683267554752
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.s30.tsv	86	36	0.075813719954167
results_10_and_1/data.transformed.sup-cut.Full.1500e.s50.tsv	84	41	0.08250458481934503
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.10w.s30.tsv	84	33	0.06596990170156769
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.s50.tsv	80	37	0.04684877603852251
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.10w.s200.tsv	19	6	-0.014664540356062043
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.s80.tsv	75	34	0.03852963616892859
results_10_and_1/data.transformed.com-cut.Full.1500e.10w.s30.tsv	84	45	0.07654532631121196
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.s50.tsv	80	34	0.05751032565736947
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.s200.tsv	20	7	-0.012914679844784982
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.10w.s30.tsv	47	6	-0.00753096602208671
results_10_and_1/data.transformed.sup-cut.Full.1500e.s80.tsv	73	42	0.06032698020405656
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.10w.s80.tsv	71	34	0.028586214238899847
results_10_and_1/data.transformed.half-cut.Full.1500e.10w.s80.tsv	67	26	0.029812325594024188
results_10_and_1/data.transformed.half-cut.Full.1500e.s30.tsv	87	34	0.08484820667153282
results_10_and_1/data.transformed.com-cut.Full.1500e.s200.tsv	59	38	0.028326691031268395
results_10_and_1/data.transformed.com-cut.Full.1500e.10w.s50.tsv	74	38	0.04914920126169989
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.s30.tsv	48	4	-0.0034797816014609296
results_10_and_1/data.transformed.com-cut.Full.1500e.s80.tsv	83	39	0.04648230755193708
results_10_and_1/data.transformed.sup-cut.Full.1500e.10w.s200.tsv	49	36	0.029802984076752182
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.10w.s80.tsv	68	31	0.0257195807221989
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.10w.s30.tsv	83	45	0.0868548052226964
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.s200.tsv	59	30	0.02586767828159121
results_10_and_1/data.transformed.sup-cut.Full.1500e.10w.s80.tsv	66	47	0.04945707675459997
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.s80.tsv	81	39	0.0513309334518037
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.10w.s30.tsv	81	31	0.06003503156456312
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.s50.tsv	86	37	0.06871900987552271
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.10w.s80.tsv	82	38	0.044911983722558994
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.s30.tsv	88	45	0.09107026215613112
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s30.tsv	81	38	0.05570856152547176
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.s80.tsv	69	34	0.030948099617773756
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.10w.s80.tsv	28	5	-0.008569716188024457
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.s80.tsv	84	40	0.046533136354632035
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.s30.tsv	87	51	0.10145162271050376
results_10_and_1/data.transformed.sup-cut.Full.1500e.10w.s30.tsv	84	44	0.10169380581827586
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.s50.tsv	80	32	0.048323441382154435
results_10_and_1/data.transformed.no-cut.Full.txt.1500e.s80.tsv	32	4	-0.007582259986428305
results_10_and_1/data.transformed.half-cut.Full.1500e.s80.tsv	74	27	0.039467699946598836
results_10_and_1/data.transformed.half-cut.Full.1500e.s50.tsv	84	35	0.06029527991207559
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.s200.tsv	66	47	0.032462900566108475
results_10_and_1/data.transformed.com-cut.Full.pretrained.1500e.10w.s50.tsv	77	31	0.04078931376700798
results_10_and_1/data.transformed.sup-cut.Full.1500e.s30.tsv	85	43	0.11168260958290536
results_10_and_1/data.transformed.com-cut.Full.1500e.10w.s200.tsv	54	28	0.020128263070663364
results_10_and_1/data.transformed.sup-cut.Full.pretrained.1500e.10w.s50.tsv	86	41	0.0612606344230254
results_10_and_1/data.transformed.sup-cut.Full.1500e.10w.s50.tsv	85	49	0.0774478957953784
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s50.tsv	72	28	0.03036148408075133
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s80.tsv	70	30	0.02358068050344902
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.10w.s200.tsv	57	24	0.014303409683231634
results_10_and_1/data.transformed.com-cut.Full.1500e.s50.tsv	88	40	0.06653578896284416
results_10_and_1/data.transformed.com-cut.Full.1500e.10w.s80.tsv	74	32	0.0303544062497734
results_10_and_1/data.transformed.no-cut.Full.txt.pretrained.1500e.s200.tsv	57	27	0.023254138146285745
results_10_and_1/data.transformed.com-cut.Full.1500e.s30.tsv	88	42	0.09393479612990338
results_10_and_1/data.transformed.half-cut.Full.pretrained.1500e.s30.tsv	82	39	0.07731755582079058
