File	Gap Score Correct	Gensim Correct	Gap Score Average
results/results_10_and_10/data.transformed.half-cut.Full.1500e.10w.s30.tsv	95	49	0.07880130392666924
results/results_10_and_10/data.transformed.half-cut.Full.1500e.s200.tsv	77	55	0.026069341789394
results/results_10_and_10/data.transformed.com-cut.Full.1500e.s30.tsv	97	45	0.10770950571855734
results/results_10_and_10/data.transformed.com-cut.Full.1500e.s80.tsv	91	51	0.051736383786302076
results/results_10_and_10/data.transformed.no-cut.Full.txt.1500e.10w.s50.tsv	33	46	-0.00668980483857077
results/results_10_and_10/data.transformed.com-cut.Full.pretrained.1500e.s80.tsv	88	53	0.0495729612049151
results/results_10_and_10/data.transformed.half-cut.Full.pretrained.1500e.10w.s30.tsv	85	54	0.07020893942640805
results/results_10_and_10/data.transformed.sup-cut.Full.pretrained.1500e.10w.s50.tsv	95	53	0.07131731922469015
results/results_10_and_10/data.transformed.no-cut.Full.txt.1500e.10w.s80.tsv	41	49	-0.007568860643210995
results/results_10_and_10/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s30.tsv	87	61	0.06675861095918133
results/results_10_and_10/data.transformed.sup-cut.Full.pretrained.1500e.s80.tsv	89	54	0.06070187720130435
results/results_10_and_10/data.transformed.no-cut.Full.txt.pretrained.1500e.s50.tsv	89	40	0.05440633341495377
results/results_10_and_10/data.transformed.no-cut.Full.txt.1500e.s30.tsv	42	52	-0.00415267763537257
results/results_10_and_10/data.transformed.no-cut.Full.txt.1500e.10w.s30.tsv	35	52	-0.007813828093038993
results/results_10_and_10/data.transformed.sup-cut.Full.pretrained.1500e.s50.tsv	95	51	0.08639239452801452
results/results_10_and_10/data.transformed.sup-cut.Full.1500e.s50.tsv	93	55	0.09496641321811325
results/results_10_and_10/data.transformed.com-cut.Full.pretrained.1500e.10w.s80.tsv	86	53	0.036720282670182354
results/results_10_and_10/data.transformed.com-cut.Full.1500e.10w.s50.tsv	91	56	0.06182875123997102
results/results_10_and_10/data.transformed.half-cut.Full.pretrained.1500e.10w.s80.tsv	82	54	0.032704634199790396
results/results_10_and_10/data.transformed.com-cut.Full.pretrained.1500e.s50.tsv	93	43	0.06933177960040639
results/results_10_and_10/data.transformed.com-cut.Full.pretrained.1500e.10w.s30.tsv	91	50	0.08352834172146027
results/results_10_and_10/data.transformed.sup-cut.Full.pretrained.1500e.10w.s30.tsv	91	54	0.10035713840912676
results/results_10_and_10/data.transformed.com-cut.Full.pretrained.1500e.s30.tsv	95	50	0.10325483232310802
