File	Gap Score Correct	Gensim Correct	Gap Score Average
results/results_5_and_5/data.transformed.half-cut.Full.1500e.10w.s200.tsv	62	53	0.02471451603306893
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.s50.tsv	92	57	0.10858457739947397
results/results_5_and_5/data.transformed.half-cut.Full.1500e.10w.s80.tsv	75	44	0.045861273089214734
results/results_5_and_5/data.transformed.com-cut.Full.1500e.10w.s200.tsv	71	57	0.03166335646373874
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s80.tsv	69	43	0.028157829270552125
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.s30.tsv	82	51	0.11314801561335824
results/results_5_and_5/data.transformed.half-cut.Full.1500e.10w.s30.tsv	85	60	0.09907332014899888
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.s30.tsv	91	48	0.08541839681592203
results/results_5_and_5/data.transformed.com-cut.Full.1500e.s50.tsv	88	51	0.08727424774178967
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.10w.s80.tsv	82	49	0.05584509131546959
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.10w.s200.tsv	63	54	0.021604534877755033
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.s80.tsv	90	55	0.0686773725878676
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.s200.tsv	78	46	0.060155137977494694
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.10w.s80.tsv	82	55	0.07504871914835197
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.10w.s200.tsv	47	44	-0.010260702307068392
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.10w.s200.tsv	66	48	0.02508376008537832
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.s200.tsv	66	50	0.03135044934861948
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.10w.s50.tsv	48	43	-0.0026309116657507675
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.s80.tsv	85	54	0.0542274870219393
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.s30.tsv	38	47	-0.004534040103335429
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.s200.tsv	78	53	0.042974945723213906
results/results_5_and_5/data.transformed.com-cut.Full.1500e.10w.s80.tsv	79	51	0.04610901544914599
results/results_5_and_5/data.transformed.half-cut.Full.1500e.s50.tsv	87	57	0.08467516559596827
results/results_5_and_5/data.transformed.half-cut.Full.1500e.10w.s50.tsv	80	47	0.0619823613025608
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s50.tsv	72	42	0.035871580057319635
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.10w.s30.tsv	86	60	0.11536881604813116
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.10w.s200.tsv	75	50	0.05329711161640849
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.10w.s200.tsv	74	46	0.03319919978070176
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.s80.tsv	83	48	0.044192536299711226
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.s30.tsv	91	56	0.13635034509574775
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.s50.tsv	84	47	0.05805073583072175
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.10w.s30.tsv	89	55	0.09550160719529602
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.10w.s80.tsv	73	45	0.042792642376945224
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.10w.s80.tsv	42	49	-0.007017783328120094
results/results_5_and_5/data.transformed.com-cut.Full.1500e.s80.tsv	85	59	0.06641775188951578
results/results_5_and_5/data.transformed.com-cut.Full.1500e.s30.tsv	88	57	0.11855601358198772
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.s50.tsv	88	49	0.09720119777743898
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.s30.tsv	87	58	0.1187531305802062
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s200.tsv	68	42	0.021925013844645676
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.s50.tsv	86	48	0.08172171427633361
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.s80.tsv	87	56	0.060874142950900635
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.s80.tsv	45	46	-0.004854078876347018
results/results_5_and_5/data.transformed.sup-cut.Full.pretrained.1500e.10w.s50.tsv	86	52	0.08010487861184538
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.s50.tsv	82	47	0.0758814332824043
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.s200.tsv	78	50	0.03593359659598731
results/results_5_and_5/data.transformed.half-cut.Full.1500e.s200.tsv	72	59	0.035695268550229295
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.10w.s30.tsv	94	59	0.13255525034210644
results/results_5_and_5/data.transformed.com-cut.Full.1500e.s200.tsv	74	52	0.04068500162999105
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.10w.s30.tsv	82	48	0.06664265800590707
results/results_5_and_5/data.transformed.half-cut.Full.1500e.s30.tsv	90	51	0.11465599647599983
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.10w.s80.tsv	73	52	0.03921324298451632
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.10w.s30.tsv	40	44	-0.004725749720820546
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.s200.tsv	44	42	-0.008216328433826237
results/results_5_and_5/data.transformed.com-cut.Full.pretrained.1500e.10w.s50.tsv	83	53	0.06347999581894528
results/results_5_and_5/data.transformed.com-cut.Full.1500e.10w.s50.tsv	84	54	0.07225874942153382
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.10w.s30.tsv	83	56	0.08988021778066412
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.s30.tsv	93	57	0.14246546569113908
results/results_5_and_5/data.transformed.half-cut.Full.1500e.s80.tsv	79	52	0.0564033696904033
results/results_5_and_5/data.transformed.no-cut.Full.txt.1500e.s50.tsv	43	43	-0.0019311244082611278
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.10w.s50.tsv	91	46	0.09486586347757735
results/results_5_and_5/data.transformed.half-cut.Full.pretrained.1500e.10w.s50.tsv	83	45	0.06185490929121401
results/results_5_and_5/data.transformed.com-cut.Full.1500e.10w.s30.tsv	87	53	0.10788448456183097
results/results_5_and_5/data.transformed.sup-cut.Full.1500e.s80.tsv	87	55	0.08599149671312689
results/results_5_and_5/data.transformed.no-cut.Full.txt.pretrained.1500e.s200.tsv	77	54	0.03149793889072858
